[s],MA1[]
-9.94560e-04,9.65953E-02
-9.94520e-04,9.66273E-02
-9.94480e-04,9.66273E-02
-9.94440e-04,9.66593E-02
-9.94400e-04,9.67234E-02
-9.94360e-04,9.67874E-02
-9.94320e-04,9.68514E-02
-9.94280e-04,9.69074E-02
-9.94240e-04,9.69395E-02
-9.94200e-04,9.69715E-02
-9.94160e-04,9.70355E-02
-9.94120e-04,9.71636E-02
-9.94080e-04,9.72516E-02
-9.94040e-04,9.72836E-02
-9.94000e-04,9.72836E-02
-9.93960e-04,9.73476E-02
-9.93920e-04,9.74117E-02
-9.93880e-04,9.73796E-02
-9.93840e-04,9.74437E-02
-9.93800e-04,9.75077E-02
-9.93760e-04,9.76277E-02
-9.93720e-04,9.91884E-02
-9.93680e-04,9.91004E-02
-9.93640e-04,9.82200E-02
-9.93600e-04,9.84761E-02
-9.93560e-04,9.87882E-02
-9.93520e-04,9.86282E-02
-9.93480e-04,9.85321E-02
-9.93440e-04,9.88442E-02
-9.93400e-04,9.89723E-02
-9.93360e-04,9.89403E-02
-9.93320e-04,9.90683E-02
-9.93280e-04,9.91324E-02
-9.93240e-04,9.91324E-02
-9.93200e-04,9.91564E-02
-9.93160e-04,9.91884E-02
-9.93120e-04,9.93485E-02
-9.93080e-04,9.94125E-02
-9.93040e-04,9.94125E-02
-9.93000e-04,9.93805E-02
-9.92960e-04,9.94445E-02
-9.92920e-04,9.95005E-02
-9.92880e-04,9.95005E-02
-9.92840e-04,9.95325E-02
-9.92800e-04,9.95005E-02
-9.92760e-04,9.95645E-02
-9.92720e-04,9.95966E-02
-9.92680e-04,9.96286E-02
-9.92640e-04,9.96926E-02
-9.92600e-04,9.97246E-02
-9.92560e-04,9.97246E-02
-9.92520e-04,9.98126E-02
-9.92480e-04,9.99087E-02
-9.92440e-04,9.99727E-02
-9.92400e-04,1.00037E-01
-9.92360e-04,1.00101E-01
-9.92320e-04,1.00157E-01
-9.92280e-04,1.00189E-01
-9.92240e-04,1.00349E-01
-9.92200e-04,1.00381E-01
-9.92160e-04,1.00413E-01
-9.92120e-04,1.00469E-01
-9.92080e-04,1.00565E-01
-9.92040e-04,1.00597E-01
-9.92000e-04,1.00661E-01
-9.91960e-04,1.00533E-01
-9.91920e-04,1.00413E-01
-9.91880e-04,1.01253E-01
-9.91840e-04,1.01317E-01
-9.91800e-04,1.00629E-01
-9.91760e-04,1.00693E-01
-9.91720e-04,1.01125E-01
-9.91680e-04,1.01189E-01
-9.91640e-04,1.01037E-01
-9.91600e-04,1.01317E-01
-9.91560e-04,1.01469E-01
-9.91520e-04,1.01381E-01
-9.91480e-04,1.01349E-01
-9.91440e-04,1.01445E-01
-9.91400e-04,1.01533E-01
-9.91360e-04,1.01469E-01
-9.91320e-04,1.01469E-01
-9.91280e-04,1.01533E-01
-9.91240e-04,1.01469E-01
-9.91200e-04,1.01445E-01
-9.91160e-04,1.01533E-01
-9.91120e-04,1.01565E-01
-9.91080e-04,1.01597E-01
-9.91040e-04,1.01661E-01
-9.91000e-04,1.01725E-01
-9.90960e-04,1.01693E-01
-9.90920e-04,1.01693E-01
-9.90880e-04,1.01725E-01
-9.90840e-04,1.01725E-01
-9.90800e-04,1.01781E-01
-9.90760e-04,1.01878E-01
-9.90720e-04,1.01910E-01
-9.90680e-04,1.02070E-01
-9.90640e-04,1.02126E-01
-9.90600e-04,1.02158E-01
-9.90560e-04,1.02158E-01
-9.90520e-04,1.02190E-01
-9.90480e-04,1.02318E-01
-9.90440e-04,1.02350E-01
-9.90400e-04,1.02414E-01
-9.90360e-04,1.02414E-01
-9.90320e-04,1.02382E-01
-9.90280e-04,1.02470E-01
-9.90240e-04,1.02502E-01
-9.90200e-04,1.02566E-01
-9.90160e-04,1.02662E-01
-9.90120e-04,1.02662E-01
-9.90080e-04,1.02726E-01
-9.90040e-04,1.02694E-01
-9.90000e-04,1.02782E-01
-9.89960e-04,1.02910E-01
-9.89920e-04,1.02974E-01
-9.89880e-04,1.03126E-01
-9.89840e-04,1.03094E-01
-9.89800e-04,1.03190E-01
-9.89760e-04,1.03286E-01
-9.89720e-04,1.03318E-01
-9.89680e-04,1.03350E-01
-9.89640e-04,1.03414E-01
-9.89600e-04,1.03438E-01
-9.89560e-04,1.03470E-01
-9.89520e-04,1.03566E-01
-9.89480e-04,1.03566E-01
-9.89440e-04,1.03566E-01
-9.89400e-04,1.03662E-01
-9.89360e-04,1.03726E-01
-9.89320e-04,1.03814E-01
-9.89280e-04,1.03942E-01
-9.89240e-04,1.03974E-01
-9.89200e-04,1.04070E-01
-9.89160e-04,1.04158E-01
-9.89120e-04,1.04158E-01
-9.89080e-04,1.04158E-01
-9.89040e-04,1.04158E-01
-9.89000e-04,1.04190E-01
-9.88960e-04,1.04222E-01
-9.88920e-04,1.04383E-01
-9.88880e-04,1.04471E-01
-9.88840e-04,1.04631E-01
-9.88800e-04,1.04631E-01
-9.88760e-04,1.04727E-01
-9.88720e-04,1.04815E-01
-9.88680e-04,1.04847E-01
-9.88640e-04,1.04847E-01
-9.88600e-04,1.04847E-01
-9.88560e-04,1.04911E-01
-9.88520e-04,1.04943E-01
-9.88480e-04,1.05039E-01
-9.88440e-04,1.05095E-01
-9.88400e-04,1.05159E-01
-9.88360e-04,1.05287E-01
-9.88320e-04,1.05255E-01
-9.88280e-04,1.05383E-01
-9.88240e-04,1.05471E-01
-9.88200e-04,1.05439E-01
-9.88160e-04,1.05503E-01
-9.88120e-04,1.05567E-01
-9.88080e-04,1.05599E-01
-9.88040e-04,1.05599E-01
-9.88000e-04,1.05695E-01
-9.87960e-04,1.05815E-01
-9.87920e-04,1.05815E-01
-9.87880e-04,1.05815E-01
-9.87840e-04,1.05847E-01
-9.87800e-04,1.05815E-01
-9.87760e-04,1.05783E-01
-9.87720e-04,1.05695E-01
-9.87680e-04,1.04383E-01
-9.87640e-04,1.04439E-01
-9.87600e-04,1.05471E-01
-9.87560e-04,1.05287E-01
-9.87520e-04,1.05063E-01
-9.87480e-04,1.05351E-01
-9.87440e-04,1.05599E-01
-9.87400e-04,1.05383E-01
-9.87360e-04,1.05383E-01
-9.87320e-04,1.05535E-01
-9.87280e-04,1.05439E-01
-9.87240e-04,1.05471E-01
-9.87200e-04,1.05567E-01
-9.87160e-04,1.05663E-01
-9.87120e-04,1.05663E-01
-9.87080e-04,1.05631E-01
-9.87040e-04,1.05695E-01
-9.87000e-04,1.05719E-01
-9.86960e-04,1.05847E-01
-9.86920e-04,1.05847E-01
-9.86880e-04,1.05847E-01
-9.86840e-04,1.05911E-01
-9.86800e-04,1.06007E-01
-9.86760e-04,1.06039E-01
-9.86720e-04,1.06063E-01
-9.86680e-04,1.06095E-01
-9.86640e-04,1.06223E-01
-9.86600e-04,1.06287E-01
-9.86560e-04,1.06375E-01
-9.86520e-04,1.06471E-01
-9.86480e-04,1.06535E-01
-9.86440e-04,1.06535E-01
-9.86400e-04,1.06599E-01
-9.86360e-04,1.06599E-01
-9.86320e-04,1.06567E-01
-9.86280e-04,1.06567E-01
-9.86240e-04,1.06663E-01
-9.86200e-04,1.06631E-01
-9.86160e-04,1.06631E-01
-9.86120e-04,1.06631E-01
-9.86080e-04,1.06695E-01
-9.86040e-04,1.06752E-01
-9.86000e-04,1.06784E-01
-9.85960e-04,1.06816E-01
-9.85920e-04,1.07008E-01
-9.85880e-04,1.07224E-01
-9.85840e-04,1.06471E-01
-9.85800e-04,1.06471E-01
-9.85760e-04,1.07320E-01
-9.85720e-04,1.07408E-01
-9.85680e-04,1.07032E-01
-9.85640e-04,1.07096E-01
-9.85600e-04,1.07320E-01
-9.85560e-04,1.07224E-01
-9.85520e-04,1.07192E-01
-9.85480e-04,1.07320E-01
-9.85440e-04,1.07408E-01
-9.85400e-04,1.07376E-01
-9.85360e-04,1.07352E-01
-9.85320e-04,1.07536E-01
-9.85280e-04,1.07568E-01
-9.85240e-04,1.07632E-01
-9.85200e-04,1.07720E-01
-9.85160e-04,1.07848E-01
-9.85120e-04,1.07848E-01
-9.85080e-04,1.07944E-01
-9.85040e-04,1.08008E-01
-9.85000e-04,1.08064E-01
-9.84960e-04,1.08128E-01
-9.84920e-04,1.08256E-01
-9.84880e-04,1.08288E-01
-9.84840e-04,1.08320E-01
-9.84800e-04,1.08344E-01
-9.84760e-04,1.08472E-01
-9.84720e-04,1.08536E-01
-9.84680e-04,1.08600E-01
-9.84640e-04,1.08632E-01
-9.84600e-04,1.08664E-01
-9.84560e-04,1.08664E-01
-9.84520e-04,1.08600E-01
-9.84480e-04,1.08664E-01
-9.84440e-04,1.08720E-01
-9.84400e-04,1.08720E-01
-9.84360e-04,1.08720E-01
-9.84320e-04,1.08880E-01
-9.84280e-04,1.08976E-01
-9.84240e-04,1.09000E-01
-9.84200e-04,1.09064E-01
-9.84160e-04,1.09032E-01
-9.84120e-04,1.09096E-01
-9.84080e-04,1.09225E-01
-9.84040e-04,1.09193E-01
-9.84000e-04,1.09321E-01
-9.83960e-04,1.09321E-01
-9.83920e-04,1.09377E-01
-9.83880e-04,1.09441E-01
-9.83840e-04,1.09345E-01
-9.83800e-04,1.09441E-01
-9.83760e-04,1.09377E-01
-9.83720e-04,1.09409E-01
-9.83680e-04,1.09377E-01
-9.83640e-04,1.09473E-01
-9.83600e-04,1.09537E-01
-9.83560e-04,1.09601E-01
-9.83520e-04,1.09657E-01
-9.83480e-04,1.09689E-01
-9.83440e-04,1.09785E-01
-9.83400e-04,1.09881E-01
-9.83360e-04,1.09913E-01
-9.83320e-04,1.09945E-01
-9.83280e-04,1.09945E-01
-9.83240e-04,1.09945E-01
-9.83200e-04,1.10001E-01
-9.83160e-04,1.10001E-01
-9.83120e-04,1.10033E-01
-9.83080e-04,1.10097E-01
-9.83040e-04,1.10129E-01
-9.83000e-04,1.10161E-01
-9.82960e-04,1.10225E-01
-9.82920e-04,1.10225E-01
-9.82880e-04,1.10225E-01
-9.82840e-04,1.10257E-01
-9.82800e-04,1.10345E-01
-9.82760e-04,1.10377E-01
-9.82720e-04,1.10377E-01
-9.82680e-04,1.10409E-01
-9.82640e-04,1.10441E-01
-9.82600e-04,1.10505E-01
-9.82560e-04,1.10537E-01
-9.82520e-04,1.10601E-01
-9.82480e-04,1.10601E-01
-9.82440e-04,1.10657E-01
-9.82400e-04,1.10753E-01
-9.82360e-04,1.10817E-01
-9.82320e-04,1.10817E-01
-9.82280e-04,1.10913E-01
-9.82240e-04,1.10881E-01
-9.82200e-04,1.10881E-01
-9.82160e-04,1.10913E-01
-9.82120e-04,1.10969E-01
-9.82080e-04,1.10969E-01
-9.82040e-04,1.10969E-01
-9.82000e-04,1.11033E-01
-9.81960e-04,1.11097E-01
-9.81920e-04,1.11097E-01
-9.81880e-04,1.11161E-01
-9.81840e-04,1.11193E-01
-9.81800e-04,1.11345E-01
-9.81760e-04,1.11505E-01
-9.81720e-04,1.11537E-01
-9.81680e-04,1.11722E-01
-9.81640e-04,1.11626E-01
-9.81600e-04,1.11754E-01
-9.81560e-04,1.11658E-01
-9.81520e-04,1.11754E-01
-9.81480e-04,1.11818E-01
-9.81440e-04,1.11914E-01
-9.81400e-04,1.11850E-01
-9.81360e-04,1.11946E-01
-9.81320e-04,1.11946E-01
-9.81280e-04,1.11946E-01
-9.81240e-04,1.11970E-01
-9.81200e-04,1.11946E-01
-9.81160e-04,1.12002E-01
-9.81120e-04,1.12002E-01
-9.81080e-04,1.12130E-01
-9.81040e-04,1.12194E-01
-9.81000e-04,1.12226E-01
-9.80960e-04,1.12282E-01
-9.80920e-04,1.12346E-01
-9.80880e-04,1.12410E-01
-9.80840e-04,1.12474E-01
-9.80800e-04,1.12602E-01
-9.80760e-04,1.12690E-01
-9.80720e-04,1.12754E-01
-9.80680e-04,1.12850E-01
-9.80640e-04,1.12938E-01
-9.80600e-04,1.12882E-01
-9.80560e-04,1.12914E-01
-9.80520e-04,1.12938E-01
-9.80480e-04,1.12970E-01
-9.80440e-04,1.13002E-01
-9.80400e-04,1.13066E-01
-9.80360e-04,1.13098E-01
-9.80320e-04,1.13130E-01
-9.80280e-04,1.13226E-01
-9.80240e-04,1.13250E-01
-9.80200e-04,1.13250E-01
-9.80160e-04,1.13346E-01
-9.80120e-04,1.13410E-01
-9.80080e-04,1.13538E-01
-9.80040e-04,1.13658E-01
-9.80000e-04,1.13690E-01
-9.79960e-04,1.13722E-01
-9.79920e-04,1.13754E-01
-9.79880e-04,1.13850E-01
-9.79840e-04,1.13906E-01
-9.79800e-04,1.13938E-01
-9.79760e-04,1.14035E-01
-9.79720e-04,1.14067E-01
-9.79680e-04,1.14067E-01
-9.79640e-04,1.14099E-01
-9.79600e-04,1.14163E-01
-9.79560e-04,1.14163E-01
-9.79520e-04,1.14227E-01
-9.79480e-04,1.14227E-01
-9.79440e-04,1.14283E-01
-9.79400e-04,1.14315E-01
-9.79360e-04,1.14315E-01
-9.79320e-04,1.14347E-01
-9.79280e-04,1.14475E-01
-9.79240e-04,1.14627E-01
-9.79200e-04,1.14659E-01
-9.79160e-04,1.14723E-01
-9.79120e-04,1.14787E-01
-9.79080e-04,1.14907E-01
-9.79040e-04,1.14939E-01
-9.79000e-04,1.15003E-01
-9.78960e-04,1.15067E-01
-9.78920e-04,1.15131E-01
-9.78880e-04,1.15163E-01
-9.78840e-04,1.15219E-01
-9.78800e-04,1.15251E-01
-9.78760e-04,1.15251E-01
-9.78720e-04,1.15251E-01
-9.78680e-04,1.15219E-01
-9.78640e-04,1.15251E-01
-9.78600e-04,1.15315E-01
-9.78560e-04,1.15347E-01
-9.78520e-04,1.15443E-01
-9.78480e-04,1.15595E-01
-9.78440e-04,1.15659E-01
-9.78400e-04,1.15659E-01
-9.78360e-04,1.15723E-01
-9.78320e-04,1.15819E-01
-9.78280e-04,1.15875E-01
-9.78240e-04,1.15971E-01
-9.78200e-04,1.16035E-01
-9.78160e-04,1.16099E-01
-9.78120e-04,1.16195E-01
-9.78080e-04,1.16219E-01
-9.78040e-04,1.16315E-01
-9.78000e-04,1.16347E-01
-9.77960e-04,1.16379E-01
-9.77920e-04,1.16476E-01
-9.77880e-04,1.16476E-01
-9.77840e-04,1.16508E-01
-9.77800e-04,1.16660E-01
-9.77760e-04,1.16724E-01
-9.77720e-04,1.16820E-01
-9.77680e-04,1.16852E-01
-9.77640e-04,1.17004E-01
-9.77600e-04,1.17100E-01
-9.77560e-04,1.17164E-01
-9.77520e-04,1.17252E-01
-9.77480e-04,1.17316E-01
-9.77440e-04,1.17348E-01
-9.77400e-04,1.17348E-01
-9.77360e-04,1.17380E-01
-9.77320e-04,1.17444E-01
-9.77280e-04,1.17564E-01
-9.77240e-04,1.17628E-01
-9.77200e-04,1.17692E-01
-9.77160e-04,1.17724E-01
-9.77120e-04,1.17820E-01
-9.77080e-04,1.17876E-01
-9.77040e-04,1.17908E-01
-9.77000e-04,1.17940E-01
-9.76960e-04,1.18004E-01
-9.76920e-04,1.18068E-01
-9.76880e-04,1.18132E-01
-9.76840e-04,1.18188E-01
-9.76800e-04,1.18284E-01
-9.76760e-04,1.18252E-01
-9.76720e-04,1.18348E-01
-9.76680e-04,1.18476E-01
-9.76640e-04,1.18444E-01
-9.76600e-04,1.18532E-01
-9.76560e-04,1.18596E-01
-9.76520e-04,1.18692E-01
-9.76480e-04,1.18756E-01
-9.76440e-04,1.18845E-01
-9.76400e-04,1.18973E-01
-9.76360e-04,1.19005E-01
-9.76320e-04,1.19037E-01
-9.76280e-04,1.19069E-01
-9.76240e-04,1.19101E-01
-9.76200e-04,1.19101E-01
-9.76160e-04,1.19101E-01
-9.76120e-04,1.19157E-01
-9.76080e-04,1.19221E-01
-9.76040e-04,1.19285E-01
-9.76000e-04,1.19381E-01
-9.75960e-04,1.19413E-01
-9.75920e-04,1.19501E-01
-9.75880e-04,1.19533E-01
-9.75840e-04,1.19629E-01
-9.75800e-04,1.19661E-01
-9.75760e-04,1.19661E-01
-9.75720e-04,1.19757E-01
-9.75680e-04,1.19845E-01
-9.75640e-04,1.19813E-01
-9.75600e-04,1.19941E-01
-9.75560e-04,1.19941E-01
-9.75520e-04,1.20037E-01
-9.75480e-04,1.20069E-01
-9.75440e-04,1.20005E-01
-9.75400e-04,1.20005E-01
-9.75360e-04,1.20101E-01
-9.75320e-04,1.20133E-01
-9.75280e-04,1.20157E-01
-9.75240e-04,1.20285E-01
-9.75200e-04,1.20381E-01
-9.75160e-04,1.20469E-01
-9.75120e-04,1.20533E-01
-9.75080e-04,1.20661E-01
-9.75040e-04,1.20597E-01
-9.75000e-04,1.20661E-01
-9.74960e-04,1.20725E-01
-9.74920e-04,1.20845E-01
-9.74880e-04,1.20909E-01
-9.74840e-04,1.21005E-01
-9.74800e-04,1.21101E-01
-9.74760e-04,1.21069E-01
-9.74720e-04,1.21069E-01
-9.74680e-04,1.21189E-01
-9.74640e-04,1.21189E-01
-9.74600e-04,1.21286E-01
-9.74560e-04,1.21350E-01
-9.74520e-04,1.21382E-01
-9.74480e-04,1.21534E-01
-9.74440e-04,1.21566E-01
-9.74400e-04,1.21662E-01
-9.74360e-04,1.21630E-01
-9.74320e-04,1.21758E-01
-9.74280e-04,1.21814E-01
-9.74240e-04,1.21846E-01
-9.74200e-04,1.21942E-01
-9.74160e-04,1.22070E-01
-9.74120e-04,1.22102E-01
-9.74080e-04,1.22222E-01
-9.74040e-04,1.22254E-01
-9.74000e-04,1.22222E-01
-9.73960e-04,1.22286E-01
-9.73920e-04,1.22350E-01
-9.73880e-04,1.22470E-01
-9.73840e-04,1.22438E-01
-9.73800e-04,1.22502E-01
-9.73760e-04,1.22598E-01
-9.73720e-04,1.22662E-01
-9.73680e-04,1.22694E-01
-9.73640e-04,1.22694E-01
-9.73600e-04,1.22726E-01
-9.73560e-04,1.22846E-01
-9.73520e-04,1.22942E-01
-9.73480e-04,1.23006E-01
-9.73440e-04,1.23070E-01
-9.73400e-04,1.23222E-01
-9.73360e-04,1.23286E-01
-9.73320e-04,1.23382E-01
-9.73280e-04,1.23502E-01
-9.73240e-04,1.22942E-01
-9.73200e-04,1.22158E-01
-9.73160e-04,1.23094E-01
-9.73120e-04,1.23470E-01
-9.73080e-04,1.22942E-01
-9.73040e-04,1.22878E-01
-9.73000e-04,1.23318E-01
-9.72960e-04,1.23158E-01
-9.72920e-04,1.23038E-01
-9.72880e-04,1.23254E-01
-9.72840e-04,1.23286E-01
-9.72800e-04,1.23254E-01
-9.72760e-04,1.23286E-01
-9.72720e-04,1.23414E-01
-9.72680e-04,1.23502E-01
-9.72640e-04,1.23566E-01
-9.72600e-04,1.23663E-01
-9.72560e-04,1.23727E-01
-9.72520e-04,1.23783E-01
-9.72480e-04,1.23911E-01
-9.72440e-04,1.23943E-01
-9.72400e-04,1.23975E-01
-9.72360e-04,1.24191E-01
-9.72320e-04,1.24287E-01
-9.72280e-04,1.24383E-01
-9.72240e-04,1.24407E-01
-9.72200e-04,1.24407E-01
-9.72160e-04,1.24471E-01
-9.72120e-04,1.24503E-01
-9.72080e-04,1.24567E-01
-9.72040e-04,1.24567E-01
-9.72000e-04,1.24631E-01
-9.71960e-04,1.24695E-01
-9.71920e-04,1.24727E-01
-9.71880e-04,1.24783E-01
-9.71840e-04,1.24911E-01
-9.71800e-04,1.25039E-01
-9.71760e-04,1.25039E-01
-9.71720e-04,1.25095E-01
-9.71680e-04,1.25095E-01
-9.71640e-04,1.25223E-01
-9.71600e-04,1.25255E-01
-9.71560e-04,1.25319E-01
-9.71520e-04,1.25351E-01
-9.71480e-04,1.25407E-01
-9.71440e-04,1.24943E-01
-9.71400e-04,1.24383E-01
-9.71360e-04,1.24911E-01
-9.71320e-04,1.25943E-01
-9.71280e-04,1.26128E-01
-9.71240e-04,1.25631E-01
-9.71200e-04,1.25695E-01
-9.71160e-04,1.25943E-01
-9.71120e-04,1.25815E-01
-9.71080e-04,1.25695E-01
-9.71040e-04,1.25943E-01
-9.71000e-04,1.26096E-01
-9.70960e-04,1.26064E-01
-9.70920e-04,1.26064E-01
-9.70880e-04,1.26224E-01
-9.70840e-04,1.26320E-01
-9.70800e-04,1.26352E-01
-9.70760e-04,1.26376E-01
-9.70720e-04,1.26536E-01
-9.70680e-04,1.26536E-01
-9.70640e-04,1.26536E-01
-9.70600e-04,1.26600E-01
-9.70560e-04,1.26696E-01
-9.70520e-04,1.26720E-01
-9.70480e-04,1.26784E-01
-9.70440e-04,1.26816E-01
-9.70400e-04,1.26816E-01
-9.70360e-04,1.26848E-01
-9.70320e-04,1.26848E-01
-9.70280e-04,1.26880E-01
-9.70240e-04,1.26944E-01
-9.70200e-04,1.26976E-01
-9.70160e-04,1.27096E-01
-9.70120e-04,1.27256E-01
-9.70080e-04,1.27352E-01
-9.70040e-04,1.27408E-01
-9.70000e-04,1.27536E-01
-9.69960e-04,1.27600E-01
-9.69920e-04,1.27664E-01
-9.69880e-04,1.27688E-01
-9.69840e-04,1.27784E-01
-9.69800e-04,1.27784E-01
-9.69760e-04,1.27880E-01
-9.69720e-04,1.28032E-01
-9.69680e-04,1.28032E-01
-9.69640e-04,1.28128E-01
-9.69600e-04,1.28192E-01
-9.69560e-04,1.28192E-01
-9.69520e-04,1.28288E-01
-9.69480e-04,1.28224E-01
-9.69440e-04,1.28344E-01
-9.69400e-04,1.28440E-01
-9.69360e-04,1.28601E-01
-9.69320e-04,1.28633E-01
-9.69280e-04,1.28633E-01
-9.69240e-04,1.28753E-01
-9.69200e-04,1.28817E-01
-9.69160e-04,1.28849E-01
-9.69120e-04,1.28913E-01
-9.69080e-04,1.29033E-01
-9.69040e-04,1.29097E-01
-9.69000e-04,1.29289E-01
-9.68960e-04,1.29377E-01
-9.68920e-04,1.29473E-01
-9.68880e-04,1.29505E-01
-9.68840e-04,1.29633E-01
-9.68800e-04,1.29657E-01
-9.68760e-04,1.29633E-01
-9.68720e-04,1.29689E-01
-9.68680e-04,1.29689E-01
-9.68640e-04,1.29721E-01
-9.68600e-04,1.29689E-01
-9.68560e-04,1.29689E-01
-9.68520e-04,1.29785E-01
-9.68480e-04,1.29913E-01
-9.68440e-04,1.29913E-01
-9.68400e-04,1.30001E-01
-9.68360e-04,1.30033E-01
-9.68320e-04,1.30129E-01
-9.68280e-04,1.30097E-01
-9.68240e-04,1.30193E-01
-9.68200e-04,1.30313E-01
-9.68160e-04,1.30377E-01
-9.68120e-04,1.30409E-01
-9.68080e-04,1.30505E-01
-9.68040e-04,1.30537E-01
-9.68000e-04,1.30625E-01
-9.67960e-04,1.30657E-01
-9.67920e-04,1.30721E-01
-9.67880e-04,1.30785E-01
-9.67840e-04,1.30753E-01
-9.67800e-04,1.30881E-01
-9.67760e-04,1.30914E-01
-9.67720e-04,1.30881E-01
-9.67680e-04,1.30849E-01
-9.67640e-04,1.30946E-01
-9.67600e-04,1.31034E-01
-9.67560e-04,1.31066E-01
-9.67520e-04,1.31098E-01
-9.67480e-04,1.31258E-01
-9.67440e-04,1.31258E-01
-9.67400e-04,1.31314E-01
-9.67360e-04,1.31346E-01
-9.67320e-04,1.31442E-01
-9.67280e-04,1.31506E-01
-9.67240e-04,1.31538E-01
-9.67200e-04,1.32194E-01
-9.67160e-04,1.33034E-01
-9.67120e-04,1.32226E-01
